"region","townsize","gender","agecat","birthmonth","edcat","jobcat","union","empcat","retire","inccat","debtinc","creddebt","othdebt","default","jobsat","marital","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","hometype","addresscat","cars","carown","cartype","carcatvalue","carbought","carbuy","commute","commutecat","commutetime","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenurecat","card2","card2type","card2benefit","card2fee","card2tenurecat","carditems","card2items","active","bfast","tenure","churn","longmon","longten","tollfree","tollmon","tollten","equip","equipmon","equipten","callcard","cardmon","cardten","wireless","wiremon","wireten","multline","voice","pager","internet","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","total.card.spend"
"Zone 2","> 250,000","Female","50-64","November","Did not complete high school","Sales and Office","Yes","2 to 5","No","$25 - $49",2.4,0.19,0.41,"No","Somewhat satisfied","Married","High school degree",2,1,1,0,0,0,0,0,0,"Own","Single-family","8 to 15",2,"Own","Import","Economy","No","No","Car","Single occupancy",26,"Missing","Moderate","No","No","No","Discover","Platinum","Other","No","6 to 10","Mastercard","Platinum","Cash back","No","2 to 5",3,1,"No","Cereal",16,"No",4.95,70.45,"Yes",22.25,404.15,"No",0,0,"No",0,0,"No",0,0,"No","No","No","None","Yes","No","No","Yes","No","Yes",13,"Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No",62.96
"Zone 3","50,000-249,999","Female",">65","August","College degree","Operation, Fabrication, General Labor","Yes","More than 15","Yes","$25 - $49",2.6,0.63,0.08,"No","Somewhat satisfied","Unmarried","Not married",1,1,1,0,0,0,0,0,0,"Own","Single-family","More than 25",4,"Own","Domestic","Economy","No","Yes","Car","Single occupancy",34,"Missing","Slightly liberal","Yes","Yes","No","Mastercard","Other","Other","No","More than 15","Visa","Platinum","Cash back","No","More than 15",6,3,"No","Oatmeal",72,"No",62.5,4390.15,"Yes",37.25,2633.3,"No",0,0,"Yes",21.5,1460,"No",0,0,"Yes","No","No","None","No","No","No","No","No","Yes",22,"Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No",187.88
"Zone 1","> 250,000","Female","25-34","May","Did not complete high school","Sales and Office","No","Less than 2","No","$25 - $49",9,0.09,2.16,"No","Somewhat dissatisfied","Married","High school degree",3,8,1,0,0,0,0,0,7,"Own","Single-family","4 to 7",2,"Own","Domestic","Economy","Yes","No","Car","Single occupancy",25,"Missing","Liberal","No","No","No","Other","Platinum","Other","No","6 to 10","Visa","Gold","Other","No","6 to 10",16,6,"Yes","Energy bar",69,"No",39.2,2683.15,"No",0,0,"Yes",28.15,1906.35,"Yes",20,1360,"No",0,0,"Yes","No","No","Dial-up","No","No","No","No","No","Yes",26,"Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No",446.3
"Zone 1","50,000-249,999","Female",">65","December","Did not complete high school","Precision Production, Craft, Repair","Yes","More than 15","No","$125+",6.1,2.41,5.22,"No","Somewhat satisfied","Unmarried","Not married",1,0,0,0,0,0,0,0,0,"Own","Single-family","More than 25",3,"Own","Import","Luxury","No","No","Car","Single occupancy",29,"Prices","Conservative","No","No","Yes","Visa","None","Other","No","More than 15","Discover","Platinum","Airline miles","Yes","More than 15",8,3,"Yes","Energy bar",71,"No",38.75,2761.55,"No",0,0,"No",0,0,"Yes",18.25,1280,"No",0,0,"Yes","No","No","None","Yes","No","Yes","Yes","No","Yes",29,"Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No",375.09
"Zone 1","< 2,500","Male",">65","October","College degree","Managerial and Professional","No","2 to 5","No","$25 - $49",19.8,3.77,3.36,"Yes","Neutral","Married","Post-undergraduate degree",2,6,2,0,0,0,0,0,4,"Rent","Multiple-Family","More than 25",2,"Own","Domestic","Economy","Yes","No","Car","Single occupancy",27,"Missing","Extremely liberal","Yes","Yes","Yes","Discover","None","None","No","11 to 15","Mastercard","None","Cash back","No","11 to 15",9,1,"No","Oatmeal",34,"No",7.55,272.65,"No",0,0,"No",0,0,"Yes",5.25,175,"No",0,0,"Yes","No","No","DSL","No","No","No","No","Yes","Yes",18,"Yes","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No",169.1
"Zone 3","> 250,000","Female","50-64","August","Did not complete high school","Precision Production, Craft, Repair","Yes","More than 15","No","$75 - $124",5.9,0.78,3.7,"No","Somewhat satisfied","Married","High school degree",2,5,0,0,0,0,0,0,5,"Own","Condominium/Townhouse","More than 25",0,"N/A","N/A","N/A","N/A","No","Carpool","Multiple occupancy",16,"Missing","Slightly conservative","No","Yes","Yes","Other","Platinum","None","Yes","More than 15","Mastercard","None","Other","No","More than 15",10,5,"No","Oatmeal",40,"No",7.8,390.75,"Yes",26.75,1043.15,"No",0,0,"Yes",13.5,525,"No",0,0,"No","No","No","None","Yes","Yes","Yes","Yes","No","Yes",20,"Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No",868.5
"Zone 2","> 250,000","Female","25-34","April","Some college","Precision Production, Craft, Repair","Yes","2 to 5","No","$25 - $49",4.9,0.41,1.79,"No","Neutral","Unmarried","Not married",1,1,1,0,0,0,0,0,0,"Rent","Single-family","4 to 7",2,"Own","Import","Standard","Yes","No","Car","Single occupancy",28,"Missing","Slightly conservative","No","No","No","Mastercard","Other","None","No","11 to 15","Discover","None","None","No","11 to 15",11,4,"Yes","Energy bar",42,"No",12.85,557.45,"Yes",38.25,1606.2,"No",0,0,"Yes",32.25,1370,"No",0,0,"No","No","No","None","Yes","Yes","Yes","Yes","No","Yes",16,"Yes","Yes","Yes","No","No","No","No","No","No","No","No","No",278.23
"Zone 4","2,500-9,999","Female","35-49","July","College degree","Operation, Fabrication, General Labor","Yes","6 to 10","No","$75 - $124",2.9,0.54,1.9,"No","Neutral","Unmarried","Not married",1,0,0,0,0,0,0,0,0,"Own","Mobile Home","8 to 15",2,"Own","Import","Standard","No","Yes","Carpool","Multiple occupancy",22,"Convenience","Slightly conservative","No","No","No","Discover","Platinum","Other","No","More than 15","American Express","None","None","No","More than 15",9,7,"No","Cereal",42,"No",8.5,349.2,"Yes",26.5,1078.75,"Yes",34.85,1339.7,"Yes",10.5,440,"No",0,0,"Yes","Yes","No","Cable modem","Yes","No","Yes","Yes","No","Yes",20,"Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No",731.92
"Zone 1","10,000-49,999","Female","25-34","May","Did not complete high school","Precision Production, Craft, Repair","Yes","2 to 5","No","$25 - $49",12.8,0.27,2.93,"No","Somewhat satisfied","Married","Some college",5,2,0,0,2,0,0,0,0,"Own","Multiple-Family","4 to 7",3,"Own","Import","Economy","Yes","Yes","Car","Single occupancy",25,"Missing","Moderate","Yes","No","No","Visa","Gold","Cash back","No","2 to 5","Mastercard","Platinum","Cash back","No","2 to 5",11,7,"No","Cereal",5,"No",1.95,6.85,"Yes",29.5,162.75,"No",0,0,"Yes",14.5,50,"Yes",38.6,143.2,"No","Yes","Yes","None","Yes","Yes","Yes","Yes","Yes","Yes",28,"Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No",900.85
"Zone 4","2,500-9,999","Female","35-49","June","High school degree","Managerial and Professional","No","2 to 5","No","$25 - $49",7.7,0.66,1.72,"No","Highly satisfied","Married","Did not complete high school",5,1,1,0,0,0,0,0,0,"Own","Condominium/Townhouse","8 to 15",4,"Own","Import","Economy","No","Yes","Car","Single occupancy",25,"Missing","Slightly liberal","No","No","No","Visa","Gold","Other","No","6 to 10","American Express","Platinum","Other","No","2 to 5",9,8,"Yes","Energy bar",23,"No",7.05,142.3,"No",0,0,"No",0,0,"No",0,0,"No",0,0,"No","No","No","None","No","No","No","No","No","Yes",17,"Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No",573.38
"Zone 5","> 250,000","Female","35-49","September","College degree","Managerial and Professional","Yes","2 to 5","No","$75 - $124",17.4,2.43,12.19,"Yes","Neutral","Unmarried","Not married",4,0,0,0,0,0,0,0,0,"Own","Single-family","8 to 15",2,"Lease","Import","Standard","Yes","No","Car","Single occupancy",24,"Missing","Conservative","No","Yes","Yes","Discover","Gold","Airline miles","Yes","11 to 15","Mastercard","Gold","Airline miles","No","6 to 10",13,2,"Yes","Oatmeal",25,"Yes",6.3,175.3,"Yes",25,674.35,"Yes",42.4,983.45,"Yes",6.25,135,"Yes",43.95,1061,"Yes","Yes","Yes","Cable modem","Yes","Yes","Yes","Yes","Yes","Yes",25,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No",329.36
"Zone 3","50,000-249,999","Female","35-49","February","College degree","Managerial and Professional","Yes","2 to 5","No","$50 - $74",22.4,4.31,8.91,"Yes","Neutral","Unmarried","Not married",2,0,0,0,0,0,0,0,0,"Own","Condominium/Townhouse","8 to 15",1,"Own","Import","Luxury","Yes","No","Car","Single occupancy",26,"Missing","Moderate","Yes","No","No","Mastercard","None","Cash back","No","More than 15","Discover","None","Airline miles","No","11 to 15",12,7,"No","Energy bar",43,"Yes",10.8,486.55,"No",0,0,"Yes",31.7,1179.85,"Yes",15,625,"No",0,0,"Yes","No","No","Dial-up","Yes","Yes","No","Yes","No","Yes",17,"Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No",1256.21
"Zone 3","10,000-49,999","Female","25-34","December","College degree","Precision Production, Craft, Repair","Yes","6 to 10","No","$125+",21.5,10.56,22.12,"Yes","Somewhat dissatisfied","Unmarried","Not married",1,7,0,3,0,0,0,0,4,"Own","Mobile Home","4 to 7",1,"Own","Domestic","Luxury","No","Yes","Train/Subway","Public transportation",25,"Missing","Moderate","Yes","No","Yes","American Express","Gold","None","No","11 to 15","Discover","Platinum","Airline miles","No","11 to 15",11,4,"Yes","Energy bar",68,"No",19.25,1329.2,"Yes",19.5,1308.35,"Yes",70.5,4772.5,"Yes",24,1585,"Yes",93.55,6234.75,"Yes","Yes","Yes","Other","Yes","Yes","Yes","No","Yes","Yes",19,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No",1183.28
"Zone 2","> 250,000","Male","35-49","January","College degree","Operation, Fabrication, General Labor","No","11 to 15","No","$125+",4,1.14,4.54,"No","Highly satisfied","Unmarried","Not married",1,3,2,1,0,0,0,0,0,"Own","Single-family","16 to 25",5,"Own","Domestic","Luxury","No","No","Car","Single occupancy",28,"Missing","Extremely conservative","Yes","No","Yes","Discover","Platinum","Other","No","More than 15","American Express","Other","Cash back","No","More than 15",10,1,"No","Cereal",65,"No",7.7,509.75,"Yes",33.5,2174.4,"Yes",65,4239.7,"Yes",11.5,745,"Yes",57.7,3794.7,"Yes","Yes","Yes","Other","Yes","Yes","Yes","Yes","Yes","Yes",25,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes",287.28
"Zone 3","10,000-49,999","Male","35-49","May","Did not complete high school","Operation, Fabrication, General Labor","No","More than 15","No","$75 - $124",6.4,0.48,4.64,"No","Somewhat satisfied","Married","High school degree",2,0,0,0,0,0,0,0,0,"Own","Multiple-Family","16 to 25",3,"Own","Import","Luxury","Yes","No","Car","Single occupancy",26,"Missing","Liberal","Yes","No","No","Discover","Other","Cash back","No","More than 15","Visa","Other","Airline miles","No","More than 15",6,5,"No","Cereal",67,"No",9.75,682.4,"Yes",31.75,2136.9,"No",0,0,"Yes",23.75,1575,"No",0,0,"No","No","No","None","Yes","No","Yes","No","No","Yes",18,"Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No",197.37
"Zone 1","< 2,500","Female","35-49","September","College degree","Sales and Office","Yes","Less than 2","No","$25 - $49",6.1,0.26,1.32,"No","Somewhat dissatisfied","Unmarried","Not married",1,0,0,0,0,0,0,0,0,"Own","Single-family","8 to 15",2,"Own","Domestic","Economy","No","No","Car","Single occupancy",32,"Missing","Conservative","No","No","Yes","Visa","Gold","Airline miles","Yes","6 to 10","American Express","None","None","No","6 to 10",9,4,"Yes","Energy bar",17,"No",4.9,69.75,"No",0,0,"No",0,0,"No",0,0,"No",0,0,"No","No","No","None","No","Yes","No","Yes","No","Yes",17,"Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No",313.99
"Zone 1","> 250,000","Male","50-64","June","Some college","Precision Production, Craft, Repair","No","More than 15","No","$125+",5.4,4.04,4.12,"No","Somewhat satisfied","Unmarried","Not married",3,0,0,0,0,0,0,0,0,"Own","Single-family","16 to 25",1,"Own","Domestic","Luxury","No","Yes","Carpool","Multiple occupancy",17,"Convenience","Slightly conservative","Yes","No","Yes","American Express","Other","None","No","More than 15","Discover","Platinum","Airline miles","No","More than 15",10,5,"No","Cereal",32,"No",5.95,154.65,"Yes",57.75,1849.6,"No",0,0,"Yes",16.75,465,"Yes",40.65,1377.2,"No","Yes","Yes","Dial-up","Yes","Yes","Yes","Yes","No","Yes",16,"Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","Yes","No",1596.61
"Zone 3","> 250,000","Male","35-49","December","College degree","Managerial and Professional","No","6 to 10","No","$25 - $49",15.5,3.69,3.6,"Yes","Highly satisfied","Married","College degree",6,1,1,0,0,0,0,0,0,"Own","Condominium/Townhouse","8 to 15",2,"Own","Import","Standard","No","Yes","Car","Single occupancy",24,"Missing","Moderate","No","Yes","No","American Express","Gold","None","No","2 to 5","Visa","Platinum","Cash back","Yes","2 to 5",10,4,"Yes","Oatmeal",6,"Yes",4.6,34.85,"Yes",11.25,74.65,"Yes",40.55,184.05,"No",0,0,"Yes",37.95,191.45,"Yes","Yes","Yes","Other","Yes","Yes","Yes","Yes","Yes","Yes",20,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No",1686.79
"Zone 2","10,000-49,999","Female","25-34","August","Post-undergraduate degree","Agricultural and Natural Resources","Yes","Less than 2","No","$25 - $49",8.3,1,1.57,"Yes","Highly dissatisfied","Unmarried","Not married",1,5,0,0,0,0,0,0,5,"Own","Condominium/Townhouse","4 to 7",2,"Own","Import","Economy","No","No","Car","Single occupancy",22,"Prices","Extremely liberal","No","No","Yes","American Express","Gold","Cash back","No","6 to 10","Discover","Gold","None","Yes","6 to 10",9,3,"Yes","Energy bar",25,"Yes",6.55,163.4,"Yes",25.75,698.2,"Yes",57.2,1304.55,"Yes",26,645,"Yes",82,1891.05,"Yes","Yes","Yes","Other","Yes","Yes","Yes","Yes","Yes","Yes",22,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No",339.9
"Zone 2","50,000-249,999","Female",">65","March","High school degree","Sales and Office","No","2 to 5","No","$25 - $49",4.9,0.63,0.89,"No","Neutral","Unmarried","Not married",1,0,0,0,0,0,0,0,0,"Own","Single-family","More than 25",3,"Own","Import","Economy","No","Yes","Car","Single occupancy",19,"Missing","Slightly conservative","Yes","No","No","Mastercard","Other","None","No","11 to 15","Discover","Other","Cash back","No","6 to 10",15,4,"No","Energy bar",34,"No",13.65,463.6,"Yes",24,798.9,"No",0,0,"Yes",13.5,435,"Yes",23.3,787.95,"No","No","Yes","None","Yes","Yes","Yes","Yes","No","Yes",20,"Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No",305.9
"Zone 5","2,500-9,999","Male","50-64","October","High school degree","Sales and Office","No","6 to 10","No","$75 - $124",12.2,0.66,8.49,"No","Neutral","Unmarried","Not married",1,5,0,0,0,0,0,0,5,"Own","Condominium/Townhouse","More than 25",4,"Own","Import","Standard","No","No","Car","Single occupancy",32,"Missing","Slightly liberal","No","No","No","American Express","Other","Other","No","More than 15","Mastercard","None","Airline miles","No","More than 15",11,4,"Yes","Energy bar",47,"No",31.45,1529.7,"Yes",30,1370.65,"No",0,0,"Yes",8.5,370,"No",0,0,"No","No","No","None","Yes","Yes","Yes","Yes","No","Yes",10,"Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No",905.46
"Zone 4","50,000-249,999","Male","18-24","August","High school degree","Sales and Office","No","Less than 2","No","Under $25",6.2,0.62,0.8,"Yes","Neutral","Married","High school degree",5,7,0,0,0,0,0,0,7,"Own","Single-family","4 to 7",4,"Own","Domestic","Economy","No","No","Car","Single occupancy",23,"Missing","Conservative","Yes","Yes","Yes","Visa","Other","Cash back","No","2 to 5","Mastercard","Other","None","No","2 to 5",6,9,"Yes","Cereal",21,"Yes",8.5,156.85,"No",0,0,"Yes",37.05,713.75,"No",0,0,"Yes",26.25,493.95,"Yes","Yes","No","Cable modem","No","No","No","No","Yes","Yes",21,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No",497.2
"Zone 5","< 2,500","Male","50-64","July","High school degree","Operation, Fabrication, General Labor","Yes","More than 15","Yes","$50 - $74",3.2,0.39,1.41,"No","Highly satisfied","Married","High school degree",4,0,0,0,0,0,0,0,0,"Own","Condominium/Townhouse","8 to 15",3,"Own","Domestic","Standard","No","Yes","Car","Single occupancy",30,"Missing","Slightly conservative","No","No","Yes","American Express","Platinum","Other","No","More than 15","Discover","None","Other","No","More than 15",12,3,"No","Oatmeal",67,"No",23.25,1538.2,"Yes",29,1942.6,"No",0,0,"Yes",39.25,2675,"No",0,0,"Yes","No","No","None","No","Yes","Yes","No","No","Yes",20,"Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No",485.57
"Zone 2","> 250,000","Male","35-49","November","Some college","Service","No","11 to 15","No","$50 - $74",10.2,4.16,3.39,"No","Highly satisfied","Unmarried","Not married",1,3,0,0,0,0,0,0,3,"Own","Single-family","16 to 25",4,"Own","Domestic","Standard","Yes","Yes","Car","Single occupancy",15,"Missing","Slightly liberal","No","No","Yes","Discover","Other","Other","Yes","6 to 10","American Express","Gold","Airline miles","No","6 to 10",8,3,"Yes","Cereal",16,"Yes",5.05,89.3,"Yes",30.75,501.9,"Yes",41.65,618.35,"Yes",21.75,340,"Yes",31.3,503.1,"Yes","Yes","Yes","None","Yes","Yes","Yes","Yes","Yes","Yes",20,"Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No",552.29
"Zone 1","> 250,000","Female",">65","August","College degree","Managerial and Professional","No","11 to 15","Yes","Under $25",6.9,0.41,0.83,"No","Highly satisfied","Unmarried","Not married",1,0,0,0,0,0,0,0,0,"Rent","Single-family","16 to 25",2,"Lease","Import","Economy","No","Yes","Car","Single occupancy",18,"Missing","Liberal","Yes","Yes","No","American Express","Gold","Airline miles","No","More than 15","Visa","Other","Other","No","11 to 15",10,4,"Yes","Energy bar",48,"No",5.95,279.3,"No",0,0,"No",0,0,"Yes",13.25,650,"No",0,0,"No","Yes","No","DSL","Yes","Yes","No","No","Yes","Yes",20,"Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No",565.49
"Zone 3","> 250,000","Female","35-49","August","Some college","Operation, Fabrication, General Labor","No","11 to 15","No","$125+",11.8,2.56,21.39,"No","Highly satisfied","Married","High school degree",3,0,0,0,0,0,0,0,0,"Own","Single-family","8 to 15",3,"Own","Import","Luxury","No","No","Car","Single occupancy",23,"Missing","Moderate","Yes","No","No","Visa","Other","None","No","6 to 10","American Express","Gold","Other","No","6 to 10",13,6,"Yes","Cereal",23,"Yes",8.7,170.5,"No",0,0,"Yes",32.3,720.65,"No",0,0,"No",0,0,"Yes","No","No","Cable modem","No","No","Yes","Yes","Yes","Yes",21,"Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No",1410.75
"Zone 5","< 2,500","Female","50-64","October","College degree","Sales and Office","No","2 to 5","No","Under $25",5.8,0.38,0.67,"No","Highly dissatisfied","Unmarried","Not married",2,1,1,0,0,0,0,0,0,"Rent","Multiple-Family","8 to 15",1,"Own","Import","Economy","No","Yes","Walk","Non-motorized",41,"Missing","Moderate","Yes","No","No","Visa","Gold","Cash back","No","More than 15","Discover","Other","Airline miles","No","More than 15",6,1,"No","Oatmeal",52,"No",11.9,619.7,"Yes",23,1202.5,"Yes",45.75,2447.1,"Yes",18.25,885,"Yes",30.85,1661.35,"Yes","No","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes",25,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No",72.4
"Zone 2","> 250,000","Male",">65","May","College degree","Agricultural and Natural Resources","No","More than 15","Yes","$125+",6.1,4.04,5.65,"No","Highly satisfied","Unmarried","Not married",1,7,0,0,0,0,0,0,7,"Rent","Condominium/Townhouse","16 to 25",2,"Lease","Domestic","Luxury","No","No","Bus","Public transportation",28,"Missing","Moderate","Yes","No","Yes","Discover","Other","Cash back","No","More than 15","Visa","Platinum","None","Yes","More than 15",10,3,"No","Cereal",71,"No",24.15,1595.55,"Yes",22.5,1539.85,"Yes",43.9,3209.4,"Yes",32.25,2290,"No",0,0,"Yes","No","No","Cable modem","No","No","No","No","No","Yes",18,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes",379.96
